speech_key,area,reference_role,audio_path,english_text,filipino_text,translation_policy,review_status,review_notes
assessment-rhymes-item-8,assessments,question,part-1/task-2a/assessment-rhymes-item-8.wav,"Now, check the eighth pair.","Ngayon, suriin ang ikawalong pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-9,assessments,question,part-1/task-2a/assessment-rhymes-item-9.wav,"Now, check the ninth pair.","Ngayon, suriin ang ikasiyam na pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-10,assessments,question,part-1/task-2a/assessment-rhymes-item-10.wav,"Now, check the tenth pair.","Ngayon, suriin ang ikasampung pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-2,assessments,instruction,part-1/task-2b/assessment-words-item-2.wav,"Now, read the second word.","Ngayon, basahin ang ikalawang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-3,assessments,instruction,part-1/task-2b/assessment-words-item-3.wav,"Now, read the third word.","Ngayon, basahin ang ikatlong salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-4,assessments,instruction,part-1/task-2b/assessment-words-item-4.wav,"Now, read the fourth word.","Ngayon, basahin ang ikaapat salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-5,assessments,instruction,part-1/task-2b/assessment-words-item-5.wav,"Now, read the fifth word.","Ngayon, basahin ang ikalimang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-6,assessments,instruction,part-1/task-2b/assessment-words-item-6.wav,"Now, read the sixth word.","Ngayon, basahin ang ikaanim na salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-7,assessments,instruction,part-1/task-2b/assessment-words-item-7.wav,"Now, read the seventh word.","Ngayon, basahin ang ikapitong salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-8,assessments,instruction,part-1/task-2b/assessment-words-item-8.wav,"Now, read the eighth word.","Ngayon, basahin ang ikawalong salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-9,assessments,instruction,part-1/task-2b/assessment-words-item-9.wav,"Now, read the ninth word.","Ngayon, basahin ang ikasiyam na salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-words-item-10,assessments,instruction,part-1/task-2b/assessment-words-item-10.wav,"Now, read the tenth word.","Ngayon, basahin ang ikasampung salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
